iid	model	creator	title	date	department
und:41687h16c89	Etd	Zhiqian Chang	Statistical Reconstruction and Simultaneous Parameter Estimation for Iterative X-ray Computed Tomography		University of Notre Dame::College of Engineering::Electrical Engineering
und:3x816m32x4q	Etd	Liam Murphy Monahan	Meeting Anscombe's Demand: Toward a Moral Psychology of Character	2004-05-21	University of Notre Dame::College of Arts and Letters::Philosophy
und:41687h16709	Etd	Erzs bet Ravasz	Evolution, Hierarchy and Modular Organization in Complex Networks	2004-09-22	University of Notre Dame::College of Science::Physics
und:3x816m32w7f	Etd	Jennifer Lynn Yonkoski	Drunk Driving:  Examining the Effects of Deterrence and Self-Control on Intention to Commit Future DUI	2005-04-07	University of Notre Dame::College of Arts and Letters::Sociology
und:4f16c24993j	Etd	Vaidyanathan Subramanian	Photoelectorochemical and Photocatalytic Aspects of Semiconductor-Metal Nanocomposites	2004-10-06	University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:4b29b56619j	Etd	Walfre Franco	Hydrodynamics and Control in Thermal-Fluid Networks	2003-07-03	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:4j03cz32m37	Etd	Graham Edward Leach-Krouse	Conceptions of Absolute Provability	2013-08-12	University of Notre Dame::College of Science::Mathematics
und:4f16c249b46	Etd	Richard Paul Noffke	An Experimental Study of the Wake Behind a Ten-Bladed Propeller With and Without Ingested Turbulence	2003-09-22	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:4t64gm82d7q	Etd	John Matthew Drake	Risk Analysis for Biological Invasions of the Laurentian Great Lakes and Inland Aquatic Ecosystems	2004-05-11	University of Notre Dame::College of Science::Biological Sciences
und:4q77fq99b5b	Etd	Hanyu Ma	Size-Effect of Metallic Nanoparticles in Environmental Heterogeneous Catalysis		University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:4q77fq99b6p	Etd	Himadri S. Dey	Experimental Study of Exchange-Coupled Nanomagnets		University of Notre Dame::College of Engineering::Electrical Engineering
und:4q77fq99v08	Etd	Ji Eun Kim	Good and Bad Apologies: Determinants of Successful State Apologies		University of Notre Dame::College of Arts and Letters::Political Science
und:5712m616755	Etd	Maryam Moosaei	Using Facially Expressive Robots to Increase Realism in Patient Simulation		University of Notre Dame::College of Engineering::Computer Science and Engineering
und:5425k932879	Etd	Ye Lu	Finding all real solutions of polynomial systems	2006-07-11	University of Notre Dame::College of Science::Mathematics
und:5138jd49p3k	Etd	Jill Wharton	Dislocated Modernities: The Paradox of the Plantation in Twentieth-Century Irish and American Fiction		University of Notre Dame::College of Arts and Letters::English
und:5138jd4958n	Etd	Gabrielle M. Pawlowski	Development of a Reactor for the Testing of Diesel Particulate Filters		University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:5x21td98j0b	Etd	Orsolya Mezei	The Effect of Soy Isoflavones on the PPAR alpha and PPAR gamma Pathways	2004-12-14	University of Notre Dame::College of Science::Biological Sciences
und:5x21td98p70	Etd	Dipanwita Dasgupta	An Evaluation of Tablet Based Solution Impacting Health and Wellness of Older Adults		University of Notre Dame::College of Engineering::Computer Science and Engineering
und:5x21td9964w	Etd	Hau Nguyen	Three Essays in the Economics of Vulnerable Populations		University of Notre Dame::College of Arts and Letters::Economics
und:5t34sj15x19	Etd	Connor D. O'Rear	Children's Performance Labeling Set Sizes without Counting Mediates the Effect of Counting Practice on Understanding of Cardinality		University of Notre Dame::College of Arts and Letters::Psychology
und:6682x348b08	Etd	Andrew Orr	Mental Maginot Line: Anti-Republicanism, Gender, and Voting Rights in the Politics of the French Army, 1871-1940	2008-09-04	University of Notre Dame::College of Arts and Letters::History
und:6969z031n0d	Etd	Andrew Peter Arana	Arithmetical investigations: a study of models of arithmetic and purity of methods	2003-07-18	University of Notre Dame::College of Science::Mathematics
und:6h440r9855d	Etd	James Richard Kramer	AgeS: An Agent System Analysis, Comparison, and Applications	2004-05-17	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:6d56zw15k7w	Etd	Ryan Hammond	Living Without Desire		University of Notre Dame::College of Arts and Letters::Philosophy
und:6q182j64q70	Etd	Mitchell Andre Chouinard	Hessert Weakly Compressible Free Shear Facility	2004-05-17	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:6m311n8249t	Etd	Satyaki Bhattacharjee	Reduced Order Multiscale Modeling of Nonlinear Processes in Heterogeneous Materials		University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:6m311n8252q	Etd	Ming Ma	Using Direct Numerical Simulation and Statistical Learning to Model Bubbly Flows in Vertical Channels		University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:6w924b3189j	Etd	Khanh Dai Pham	Statistical Control Paradigms for Structural Vibration Supression	2004-05-21	University of Notre Dame::College of Engineering::Electrical Engineering
und:6w924b3195g	Etd	Scott Charles Glancy	TOPICS IN LINEAR OPTICAL QUANTUM COMPUTATION	2005-02-22	University of Notre Dame::College of Science::Physics
und:6t053f4805n	Etd	Javier Ernesto Guzman	Kinetics of Carbon/Carbon Composite Oxidation and Inhibition by Site Blockage	2004-04-28	University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:7d278s48c7c	Etd	Mona Rahimi	Leveraging Change Patterns and Software Traceability to Support the Evolution of Safety-Critical Systems		University of Notre Dame::College of Engineering::Computer Science and Engineering
und:7h149p3108c	Etd	Jing Zhang	Fabrication and Performance of Submicron Gate Length GaAs-Channel MOSFETs Using InAlP Oxide as the Gate Dielectric	2007-12-12	University of Notre Dame::College of Engineering::Electrical Engineering
und:7h149p31536	Etd	Bryan Michael Santin	Imagining the American Right: Postwar Fiction, Race, and the Rise of Modern Conservatism, 1945–2005		University of Notre Dame::College of Arts and Letters::English
und:79407w64m4c	Etd	Ying Shen	Essays on Economics of High-Skill Immigration		University of Notre Dame::College of Arts and Letters::Economics
und:8336h130n8s	Etd	Kyoung Nan Kim	Self-Assembling DNA Nanostructures as Platforms for Placement of Fluorophores On Silicon [100]	2011-01-05	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:8049g447j8s	Etd	Daniel Murphy	The Technics of Realism: Media and Social Reportage in Narrative Art after 1965		University of Notre Dame::College of Arts and Letters::English
und:7s75db81h38	Etd	Zachary Kyle German	Spirit, Statesmanship, and the New Sciences of Politics: Montesquieu, the Federalists, and the Anti-Federalists		University of Notre Dame::College of Arts and Letters::Political Science
und:7w62f76435t	Etd	Jieying Jiao	Synthesis, Characterization and Surface Attachment of Square Mixed-Valence Complexes as Building Block for Molecular Quantum Cellular Automata	2005-02-23	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:8k71ng4716r	Etd	Ronald R Cox	By the Same Word: The Intersection of Cosmology and Soteriology in Hellenistic Judaism, Early Christianity and "Gnosticism" in the Light of Middle Platonic Intermediary Doctrine	2005-04-25	University of Notre Dame::College of Arts and Letters::Theology
und:8s45q81494r	Etd	Xin Gu	Probe Mediated SERS-Based Ultrasensitive and Selective Detection of Targeted Analyte		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:8s45q813s6h	Etd	Jeffrey Lee Kurkewich	The Role of Mirn23a/Mirn23b MicroRNA Clusters and Transcription Factor Arid3b in Hematopoietic Development<i></i>		University of Notre Dame::College of Science::Biological Sciences
und:8p58pc31109	Etd	Gabriela Maria Avelar Bonilla	Liquid-Liquid Equilibrium between Aprotic Heterocyclic Anion (AHA) Ionic Liquids and Water, and the Effect of Water on CO2 Capture by AHA Ionic Liquids		University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:b8515m62s6b	Etd	J. Andr&#233;s Mej&#237;a Acosta	Ghost Coalitions: Economic Reforms. Fragmented Legislatures and Informal Institutions in Ecuador (1979-2002)	2004-04-28	University of Notre Dame::College of Arts and Letters::Political Science
und:b8515m62t70	Etd	Melissa Renee Gillette	Rho GTPase Signaling in Epithelial-Stromal Interactions in the Developing Mammary Glad	2014-05-05	University of Notre Dame::College of Science::Biological Sciences
und:9s161546d4r	Etd	Jean Marie Miesbauer	An Assessment of Large Woody Debris, Fish Populations, and Organic Matter Retention in Upper Midwestern Forested Streams	2005-02-22	University of Notre Dame::College of Science::Biological Sciences
und:b2773t96d99	Etd	Lynette D. McCarthy	Life After Death		University of Notre Dame::College of Arts and Letters::Art, Art History, and Design
und:bv73bz62k31	Etd	Nigel Bosch	Automatic Face-Based Engagement Detection for Engagement		University of Notre Dame::College of Engineering::Computer Science and Engineering
und:7h149p30z5r	Etd	Patricia L. Maazouz	Reaction Dynamics and Charge Transfer in the Scattering of State-Selected Ions on Surfaces	2004-05-21	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:8336h130p3c	Etd	Sean Walsh	Arithmetical Knowledge and Arithmetical Definability: Four Studies	2010-12-09	University of Notre Dame::College of Science::Mathematics
und:8336h130p6d	Etd	Djibril Malick SANGARE	Breakpoint Analysis of the Anopheles Gambiae S.S. Chromosome 2Rb, 2Rc, and 2Ru Inversions	2007-07-30	University of Notre Dame::College of Science::Biological Sciences
und:8336h130t9p	Etd	Zachary Anderson	Wolf Jewel		University of Notre Dame::College of Arts and Letters::English
und:9880vq3017s	Etd	Shavkat Karimovich Kasymov	Water Disputes in Central Asia and the World: Assessing the Prospect of Conflict and Cooperation	2010-10-18	University of Notre Dame::Centers and Institutes::Kroc Institute for International Peace Studies
und:9306sx63m9v	Etd	Brittany J. Barrett	Flexible Chelating Diphosphine Ligands and Their Interactions with Late Transition Metals		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:9p290863451	Etd	Damrongsak Wirasaet	Numerical solutions of multi-dimensional partial differential equations using ad adaptive wavelet method	2010-12-16	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:9c67wm13z71	Etd	Xu Han	Characterization and Interactions of Atmospheric Pressure Plasma Jets (APPJ) with DNA and Human Cells		University of Notre Dame::College of Science::Physics
und:9k41zc80h9t	Etd	Roger Brewer Jr.	Iterative Reconstruction in Multispectral Computerized Tomography		University of Notre Dame::College of Engineering::Electrical Engineering
und:9c67wm1390q	Etd	Jamie Lynn Zigterman	Toward the Synthesis of Iejimalide B	2005-02-17	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:bv73bz62g7g	Etd	Timothy Edward Workman Gloege	Consumed: Reuben A. Torrey and the Construction of Corporate Fundamentalism	2007-12-11	University of Notre Dame::College of Arts and Letters::History
und:bc386h4682f	Etd	Aboutaleb Amiri	Intercellular Interactions Promote Collective Behavior in Bacterial Colonies and Developing Epithelia		University of Notre Dame::College of Science::Physics
und:bc386h46s3f	Etd	Bethany Montagano	Sites of Slavery: Gender, Race and Tourism in America's Slavery Memory		University of Notre Dame::College of Arts and Letters::History
und:c821gh95m8p	Etd	Charles L. Leavitt IV	Reconciling Word and World: Theories of Literature in the Age of Neorealism	2010-10-08	University of Notre Dame::College of Arts and Letters::Romance Languages and Literatures
und:c821gh95k8c	Etd	Carl Laurence Beckwith	The Certainty of Faith in God's Word: The Theological Method and Structure of Hilary of Poitiers' De Trinitate	2004-12-03	University of Notre Dame::College of Arts and Letters::Theology
und:c821gh95n7n	Etd	Xueqiang (Alex) Zhang	Chemical and Electronic Properties of the O<sub>2</sub> and H<sub>2</sub>O/Electrode Interface of an Electrochemical Cell for Water Splitting		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:c821gh96865	Etd	Jane Elizabeth Wageman	Sympathy in the 21st Century: Zadie Smith's Victorian Roots		University of Notre Dame::College of Arts and Letters::English
und:cj82k645f2t	Etd	Sorour Abdulhadi Alotaibi	Temperature Controllability in Cross-FLow Heat Exchangers and Long Ducts.	2003-07-08	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:cj82k645f7j	Etd	Angel Georgiev Ugrinov	Reactions of Nine-Atom Germanium Clusters in Solutions	2004-12-01	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:cj82k645m42	Etd	Ashish Kushwaha	Development of Polybenzoxazole (PBO)-Based Polymer Membranes for Gas Separation		University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:cj82k64645b	Etd	Anna Elizabeth Woodard	Effective Field Theory Interpretation for Measurements of Top Quark Pair-Production in Association with a W or Z Boson		University of Notre Dame::College of Science::Physics
und:cv43nv9583f	Etd	Christopher Porter	Mathematical and Philosophical Perspectives on Algorithmic Randomness	2012-05-15	University of Notre Dame::College of Arts and Letters::Philosophy
und:cv43nv95885	Etd	David Charles Mengel	Bones, Stones, and Brothels: Religion and Topography in Prague under Emperor Charles IV (1346-78)	2003-08-07	University of Notre Dame::Centers and Institutes::Medieval Institute
und:cr56n01256x	Etd	Paul Johns	Surface Plasmon Polaritons in Gold Nanostructures: Conversion, Coupling, and Confinement		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:cr56n012p1v	Etd	Patricia M Schnepp	Integrative Bioinformatic and Experimental Investigation of the Mechanisms of Brain Metastatic Adaptation		University of Notre Dame::College of Science::Biological Sciences
und:cz30pr79792	Etd	Alexander Wimberly	Present Witness: The <em>Confession of 1967</em> and the Travails of Presbyterians in American Society		University of Notre Dame::College of Arts and Letters::History
und:dn39x062676	Etd	Jennifer Kolesari	How Features of Contextual Events Alter the Interpretations of <em>Before </em>and <em>After</em>	2018-05-17	University of Notre Dame::College of Arts and Letters::Psychology
und:ft848p61k31	Etd	Rufino Enno H. Dango, CP	Rationalist Hermeneutics: A Study of Muhammad Asad’s Translation and Commentary of the Qur'ān		University of Notre Dame::College of Arts and Letters::Theology
und:0r96736826f	Etd	Elizabeth Anne Klein	Augustine on Angels		University of Notre Dame::College of Arts and Letters::Theology
und:3j333199t44	Etd	Rhodora E. Beaton	The Sacramentality of the Word:  Contributions of Karl Rahner and Louis-Marie Chauvet to a Roman Catholic Theology of the Word	2010-10-26	University of Notre Dame::College of Arts and Letters::Theology
und:2j62s46720v	Etd	Alexander Dukalskis	Ideology and Authoritarian Persistence: Shaping the Public Sphere in North Korea and Burma	2013-07-25	University of Notre Dame::College of Arts and Letters::Political Science
und:vd66vx04m43	Etd	Allison Edgren	The Needy, the "Lazy," and the "Lying": Beggars and Begging in Late Medieval Germany		University of Notre Dame::College of Arts and Letters::History
und:wh246q20k5j	Etd	Brian Patrick Dunkle	Nocturna Lux Viantibus: The Methods, Meaning, and Mystagogy of Ambrosian Hymnody	2015-04-30	University of Notre Dame::College of Arts and Letters::Theology
und:d504rj45311	Etd	Kristen Nicole Fleming	Total Synthesis of the Cytotoxic Natural Products Myriaporones 1, 3, and 4 and Related Analogues	2004-05-12	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:d217qn61v5c	Etd	Lynda Brigytt Letona Rodriguez	Fugitive Lovers	2014-06-03	University of Notre Dame::College of Arts and Letters::English
und:d504rj4538f	Etd	Mireya Garcia-Duran Huet	Reconciliation: Seeking Peace and Justice Through Non-Oppression	2004-10-04	University of Notre Dame::Centers and Institutes::Kroc Institute for International Peace Studies
und:d504rj45t1j	Etd	Christopher R. J. Scheirer	Written in Stone: The Roman Epigraphic Tradition and Anglo-Saxon Literature		University of Notre Dame::Centers and Institutes::Medieval Institute
und:d504rj45s5m	Etd	Lorraine V. Cuddeback	Liberation, Resistance, and Agency in Intellectual Disability: An Ethnographic Study for Christian Ethics		University of Notre Dame::College of Arts and Letters::Theology
und:d791sf28k1x	Etd	Meghan K. Cain	­­Fit for a Bayesian: An Evaluation of PPP and DIC		University of Notre Dame::College of Arts and Letters::Psychology
und:db78tb11n3k	Etd	Peter J. Wallace	"The Bond of Union": The Old School Presbyterian Church and the American Nation, 1837-1861	2004-05-13	University of Notre Dame::College of Arts and Letters::History
und:db78tb11p0v	Etd	Hilary C. Cisco Reuter	Racial Categorization of and Decision-Making Responses to Ambiguous and Unambiguous Facial Stimuli: An Examination of Racial Profiling Processes	2005-02-15	University of Notre Dame::College of Arts and Letters::Psychology
und:df65v695n1z	Etd	Tyler L. Spano	Uranyl Vanadate Mineralogy and Nuclear Forensic Analysis of Uranium-Rich Materials		University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:df65v694z97	Etd	Peng Zhou	Roles of Chronic Alcohol Feeding and the ID2 Gene in the Regulation of Circadian and Metabolic Function	2015-05-05	University of Notre Dame::College of Science::Biological Sciences
und:dj52w378725	Etd	Vesta Mai Coufal	A Family Version of Lefschetz-Nielsen Fixed Point Theory	2004-12-06	University of Notre Dame::College of Science::Mathematics
und:db78tb12b7f	Etd	Michael J. Petrin	Saved by the God above Every Name: Salvation in the Theology of Gregory of Nyssa		University of Notre Dame::College of Arts and Letters::Theology
und:dn39x061j9q	Etd	M. Anthony Mills	Émile Meyerson's Neo-Kantian Épistémologie: An Interpretation and Defense		University of Notre Dame::College of Arts and Letters::Philosophy
und:dj52w378w9g	Etd	Brandon S. Gerig	Controls of Contaminant Biotransport by Pacific Salmon to Great Lakes Tributaries		University of Notre Dame::College of Science::Biological Sciences
und:dn39x061p5k	Etd	Christina N. Cheng	Analysis of the Genetic and Molecular Mechanisms That Regulate Renal Progenitor Cell Fate Specification		University of Notre Dame::College of Science::Biological Sciences
und:dr26xw44r79	Etd	Sarah Elizabeth Hepinstall	Comparison of the Effects of Hydroxamate Siderophores on Lead and Cadmium Adsorption to Kaolinite	2004-05-13	University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:dn39x06263t	Etd	Julianna Poole	Medicine, Then and Now: The Problem of Using Persistence as a Measure for Medical Efficacy		University of Notre Dame::Centers and Institutes::John J. Reilly Center for Science, Technology and Values
und:dn39x06260s	Etd	Jakub Voboril	Democratic Political Leadership and Education in Thucydides and Plato		University of Notre Dame::College of Arts and Letters::Political Science
und:dn39x06250g	Etd	William Kye	Social Disorganization and the Consolidation of Parameters: A Multi-Level Analysis of City Racial Segregation, Neighborhood Ethnic Heterogeneity, and Crime		University of Notre Dame::College of Arts and Letters::Sociology
und:dv13zs28289	Etd	Dylan Menzies-Gow	Tests of Non-Standard Cosmological Theories	2006-07-31	University of Notre Dame::College of Science::Physics
und:dr26xw44s4k	Etd	donglin Liu	Firm Real-Time System Scheduling Based on a Novel QoS Constraint	2010-10-04	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:dz010p11991	Etd	Karthik Swaminathan	Carbon Nanotubes: Growth and Single Electron Transistor Measurements	2004-05-13	University of Notre Dame::College of Engineering::Electrical Engineering
und:f1881j94m9w	Etd	Christopher David Chapman	Taboo: The Real Modernist Aesthetic Made Real	2011-08-24	University of Notre Dame::College of Arts and Letters::English
und:dz010p1203f	Etd	William R. Smith	A Heavenly Correspondence: Benjamin Colman's Epistolary World and the Dissenting Interest		University of Notre Dame::College of Arts and Letters::History
und:dz010p1216s	Etd	Anshumaan Bajpai	New Approaches for Describing Non-Ideal Adsorption and Reaction at Transition Metal Surfaces		University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:f4752f77x36	Etd	Jeffrey Allen Mayfield	The Flavin-Dependent N-Hydroxylating Ornithine Monooxygenase from <i>Aspergillus fumigatus</i> and the Heme-Dependent O2-Generating Chlorite Dismutase from <i>Dechloromonas aromatica</i>: Studies of Oxygen Consumption and Production by Two Microbial Enzymes	2012-12-10	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:f4752f77w16	Etd	Sean David Brittain	Using High-Resolution Near Infrared Spectroscopy to Probe the Interstellar Medium and Circumstellar Disks	2004-05-13	University of Notre Dame::College of Science::Physics
und:f1881j9594n	Etd	Rachel Banke	Bute’s Empire:  Reform, Reaction, and the Roots of Imperial Crisis		University of Notre Dame::College of Arts and Letters::History
und:f1881j94s9f	Etd	Sean Myers	The Contribution of Michael Mathis, C.S.C., to the Liturgical Movement in the United States		University of Notre Dame::College of Arts and Letters::Theology
und:f4752f78k83	Etd	Jin L.C. Guo	Semantically Enhanced Traceability across Software and System-Related Natural Language Artifacts		University of Notre Dame::College of Engineering::Computer Science and Engineering
und:f7623b61c3k	Etd	Stephen J. Kuhn	Exploring Highly Anisotropic Vortex Lattices of Unconventional Superconductors Using Small Angle Neutron Scattering		University of Notre Dame::College of Science::Physics
und:f7623b61c1w	Etd	Shahram Jevin Poureetezadi	Prostaglandins as Regulators of Nephrogenesis		University of Notre Dame::College of Science::Biological Sciences
und:f7623b6158f	Etd	Cora Fernandez Anderson	The Emergence of New Politics in Argentina: December 2001 and the Neighborhood Assemblies	2005-02-15	University of Notre Dame::Centers and Institutes::Kroc Institute for International Peace Studies
und:f7623b61v6z	Etd	Garima Agrahari	Two-Component CovRS Regulatory System: Role in Host Innate Immunity Modulation and Bacterial Virulence		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:fb494745546	Etd	Laura Christine Collins	Shaping the Potential Landscape: A Study of Atomically Engineered Quasicrystals and Molecules		University of Notre Dame::College of Science::Physics
und:fb494744t3g	Etd	Karen Hooge Michalka	Embodied Cultural Transitions in Latino Protestant Congregations		University of Notre Dame::College of Arts and Letters::Sociology
und:fb49474552h	Etd	Bonnie Jaskowski Huge	Preparative Capillary Zone Electrophoresis		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:ff365427r4s	Etd	Janine R&#252;egg	Biofilm responses to Pacific salmon (<i>Oncorhynchus</i> spp.) spawners: the role of environmental context and scale	2011-08-05	University of Notre Dame::College of Science::Biological Sciences
und:ff365427r9h	Etd	Maurice Thomas Raycroft	Analysis of Dynactin Microtubule Binding	2010-11-30	University of Notre Dame::College of Science::Biological Sciences
und:ff365427t4d	Etd	Ashley Nicole Swanson	Using Molecular Techniques to Define the Role of Glycopeptidolipids in <em>Mycobacterium avium</em> Pathogenesis		University of Notre Dame::College of Science::Biological Sciences
und:ff365427x30	Etd	Michael W. Staude	The Role of Protein Dynamics in <em>β</em>-lactamase Resistance Proteins <b><strong></strong></b>		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:fj236111645	Etd	Valentina Geri	Testimony, Memory, and Intertextual References: Shakespeare's Presence in the Works of Primo Levi		University of Notre Dame::College of Arts and Letters::Romance Languages and Literatures
und:ff365427x19	Etd	Chrysovalantis Constantinou	Natural Orbitals for the No-Core Configuration Interaction Approach		University of Notre Dame::College of Science::Physics
und:ff365428d8b	Etd	Nikhil Shukla	Computational Device and Circuit Concepts Based on Insulator-Metal Transition Phenomena		University of Notre Dame::College of Engineering::Electrical Engineering
und:fj236111q55	Etd	Christopher R Vetter	Stochastic Ground Motion Modeling: Impact on Probabilistic Seismic Risk Assessment and Enhancements through Hazard Compatibility		University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:fn106w9500t	Etd	Seungmin Oh	Structural Characterization of Ionic Liquids Containing Phenolate and Aprotic Heterocyclic Anions		University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:fq977s77j7r	Etd	Min Zhang	Study of Externalization in Organizations: Examining the Determinants of Using Workers Not On Payroll	2005-04-21	University of Notre Dame::College of Arts and Letters::Sociology
und:fq977s77r68	Etd	Nathan P. Vander Werf	Screening Operators for Lattice Vertex Operator Algebras and Resulting Constructions		University of Notre Dame::College of Science::Mathematics
und:ft848p6168b	Etd	Shinkyu Lee	Communities of War and Peace: Arendt, Political Association, and International Relations		University of Notre Dame::Centers and Institutes::Kroc Institute for International Peace Studies
und:ft848p6117f	Etd	Janna L. Hunter-Bowman	Agency under Duress: A Political Theological Approach to Peacebuilding		University of Notre Dame::College of Arts and Letters::Theology
und:g158bg27m14	Etd	Brian F. Hilbert	The Design, Validation, and Application of an Inverse Heat Transfer Measurement Technique		University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:ft848p61j73	Etd	Elizabeth Hannah Peuchen	Analytical Approach to the Developmental Proteomics of <i>Xenopus laevis</i>		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:g445cc11c8q	Etd	Thomas A. Zirkle	Investigation of the Dominant Noise Mechanism in MIM SETs at Low Frequencies		University of Notre Dame::College of Engineering::Electrical Engineering
und:g445cc11d1m	Etd	Lei Li	Topology Optimization of Structures with Microstructural and Elastoplastic-Damage Effects		University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:g445cc10p0g	Etd	Kathleen Allan Targowski	Semantic Complexity and Language Production: Simple vs. Complex Verbs	2004-05-10	University of Notre Dame::College of Arts and Letters::Psychology
und:g445cc10q76	Etd	Jeremy A Bates	Efforts toward the Total Synthesis of Sphinxolide	2010-12-22	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:g732d794p27	Etd	Kun Yao	Neural Network Model Chemistries		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:g732d794g8f	Etd	Enmanuelle Pardilla-Delgado	Strengthening Memory by Repeated Labilization-Reconsolidation Events: The Effects of Stress on Memory Retrieval		University of Notre Dame::College of Arts and Letters::Psychology
und:g732d794n69	Etd	Pedro Sztybel	The Structure of Visual Spatial Representations		University of Notre Dame::College of Arts and Letters::Psychology
und:g732d794517	Etd	Todd A. Adkins	Mercury Rising: How State Policy Diffusion Influences National Public Opinion		University of Notre Dame::College of Arts and Letters::Political Science
und:gf06g160j80	Etd	Lyubov Titova	Optical Studies of Low Dimensional Magnetic and Non-Magnetic  Semiconductor Structures	2005-02-22	University of Notre Dame::College of Science::Physics
und:gf06g160j07	Etd	Blanca Isabel Andia	Nonstationary and Nonlinear Sinogram Filtering for Tomographic Image Reconstruction	2003-06-30	University of Notre Dame::College of Engineering::Electrical Engineering
und:gb19f477722	Etd	Jennifer M Moran	Characterization of Toxoplasma Rack1: Implications for a Novel "Interacktion"	2004-05-10	University of Notre Dame::College of Science::Biological Sciences
und:gb19f477f4m	Etd	ChiaFu Chang	Total Syntheses of Two Classes of Polyketide Natural Products Lyngbyaloside C and Ambruticin J: Structural Verification and Application of Methodologies		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:gh93gx43t65	Etd	Hattie Rita Dambroski	The role of diapause and host fruit odor preference in sympatric race formation of Rhagoletis pomonella.	2004-12-02	University of Notre Dame::College of Science::Biological Sciences
und:gh93gx43s45	Etd	Kevin David Neuman	The Health Effects of Retirement: A Theoretical and Empirical Investigation	2004-05-10	University of Notre Dame::College of Arts and Letters::Economics
und:gf06g160q3t	Etd	Garrett McGrath	Serverless Computing: Applications, Implementation, and Performance		University of Notre Dame::College of Engineering::Computer Science and Engineering
und:gf06g161685	Etd	Filippo Gianferrari	Dante and Thirteenth-Century Latin Education: Reading the <i>Auctores Minores</i><i></i>		University of Notre Dame::Centers and Institutes::Medieval Institute
und:8c97kp80k2w	Etd	Angel Daniel Matos	Feeling Infinite: Affect, Genre, and Narrative in Young Adult Queer Literature		University of Notre Dame::College of Arts and Letters::English
und:gm80ht27s6q	Etd	Triet S. Nguyen-Beck	Development and Applications of the Real-Time Electronic Dynamics Method OSCF2		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:gm80ht2740r	Etd	Damon Lamar Woodard	Exploiting Finger Surface as a Biometric Identifier	2005-02-15	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:gh93gx44049	Etd	Matthew J. Kane	Aeromechanical Response of an Axial Compressor in Stall		University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:gq67jq10d3m	Etd	Seyedehsaideh Eshraghi	The Green Movement: Its Roots and Causes from a Gender Perspective	2011-08-17	University of Notre Dame::Centers and Institutes::Kroc Institute for International Peace Studies
und:gt54kk93n4x	Etd	Lindsay N Salem	Does the Gender-Additive Model of Depression Apply? An Examination of Body-Image Related Risk Factors in Early Adolescent Boys and Girls	2004-08-27	University of Notre Dame::College of Arts and Letters::Psychology
und:gm80ht27s0n	Etd	Jenifer B. Gifford	GRP78 Associated Chemoresistance Affects Drug Response in Pancreatic Ductal Adenocarcinoma		University of Notre Dame::College of Science::Biological Sciences
